Sites (BDGP5.78),Priori Knowledge,UMAP-1,UMAP-2,K-Means,GMM,Agglomerative (complete),Agglomerative (ward),BIRCH,Spectral Clustering,Louvain,Leiden,OPTICS,DBSCAN,HDBSCAN,HDBSCAN (soft clustering)
X@15598302@+,Type II,4.1208134,9.114887,0,0,0,1,1,1,1,1,1,1,0,0
X@1559866@+,Type I,8.98336,8.326361,1,1,1,0,0,0,0,0,0,0,1,1
X@15598775@+,Type I,6.847735,6.653424,0,0,1,0,0,0,0,0,0,0,1,1
X@15599016@+,Type I,9.500229,7.1499734,1,1,1,0,0,0,0,0,0,0,1,1
X@15603015@-,Type I,7.540191,9.39614,0,1,0,1,1,0,0,0,0,0,1,1
X@15604408@-,Type I,9.578695,8.059894,1,1,1,0,0,0,0,0,0,0,1,1
X@15609128@+,Type II,4.239489,9.029204,0,0,0,1,1,1,1,1,1,1,0,0
X@15610457@+,Type I,7.3121634,10.240715,0,1,0,1,1,0,0,0,0,0,1,1
X@1561402@+,Type I,6.366839,9.582868,0,0,0,1,1,0,0,0,0,0,1,1
X@15614624@+,Type I,8.912442,8.398998,1,1,1,0,0,0,0,0,0,0,1,1
X@15615398@+,Type II,4.409537,8.984128,0,0,0,1,1,1,1,1,1,1,0,0
X@15615979@+,Type I,8.537269,6.994632,1,0,1,0,0,0,0,0,0,0,1,1
X@15616914@+,Type I,7.772132,6.5529795,1,0,1,0,0,0,0,0,0,0,1,1
X@15618044@+,Type I,8.49132,8.344059,1,1,1,0,0,0,0,0,0,0,1,1
X@15618221@+,Type I,6.950332,6.3422933,1,0,1,0,0,0,0,0,0,0,1,1
X@15618872@+,Type I,7.004898,8.642738,0,0,0,1,1,0,0,0,0,0,1,1
X@15620312@+,Type I,10.486333,7.917913,1,1,1,0,0,0,0,0,0,0,1,1
X@15620783@+,Type II,4.5295305,8.769447,0,0,0,1,1,1,1,1,1,1,0,0
X@15622260@+,Type I,8.784474,6.297355,1,0,1,0,0,0,0,0,0,0,1,1
X@15633641@+,Type I,8.364964,6.1618314,1,0,1,0,0,0,0,0,0,0,1,1
X@15633903@+,Type I,7.895623,8.923156,0,1,0,1,0,0,0,0,0,0,1,1
X@15639067@-,Type II,4.2011642,8.90561,0,0,0,1,1,1,1,1,1,1,0,0
X@15639095@-,Type I,9.161694,6.9826922,1,1,1,0,0,0,0,0,0,0,1,1
X@15639542@-,Type I,10.478714,8.566635,1,1,1,0,0,0,0,0,0,0,1,1
X@15639983@-,Type I,10.4635515,7.249624,1,1,1,0,0,0,0,0,0,0,1,1
X@15641536@+,Type I,9.728448,7.4395485,1,1,1,0,0,0,0,0,0,0,1,1
X@15648554@-,Type I,6.077892,7.9006467,0,0,0,1,1,0,0,0,0,0,1,1
X@15661613@+,Type I,6.435354,9.750128,0,0,0,1,1,0,0,0,0,0,1,1
X@1566472@+,Type I,6.173382,9.226631,0,0,0,1,1,0,0,0,0,0,1,1
X@1566974@+,Type I,8.423298,6.899784,1,0,1,0,0,0,0,0,0,0,1,1
X@15678719@-,Type I,10.506594,8.005718,1,1,1,0,0,0,0,0,0,0,1,1
X@15678990@-,Type I,6.4445143,6.6741176,0,0,1,0,0,0,0,0,0,0,1,1
X@15679377@-,Type I,8.552665,4.7923303,1,0,1,0,0,0,0,0,-1,-1,-1,1
X@15681374@+,Type I,7.1600113,10.145476,0,1,0,1,1,0,0,0,0,0,1,1
X@15681405@+,Type I,8.511862,9.263796,1,1,0,0,0,0,0,0,0,0,1,1
X@15681877@+,Type I,9.889679,7.9595156,1,1,1,0,0,0,0,0,0,0,1,1
X@15681964@+,Type I,10.605043,7.32668,1,1,1,0,0,0,0,0,0,0,1,1
X@15689328@-,Type I,7.948643,7.637651,1,0,1,0,0,0,0,0,0,0,1,1
X@15694739@+,Type I,7.0799956,6.886536,0,0,1,0,0,0,0,0,0,0,1,1
X@15719766@+,Type I,8.553563,4.7918983,1,0,1,0,0,0,0,0,-1,-1,-1,1
X@15724309@-,Type I,9.862868,8.040475,1,1,1,0,0,0,0,0,0,0,1,1
X@15724714@-,Type I,10.183408,8.945904,1,1,1,0,0,0,0,0,0,0,1,1
X@15725519@-,Type I,8.388738,6.9415402,1,0,1,0,0,0,0,0,0,0,1,1
X@15725875@-,Type I,9.823159,7.534325,1,1,1,0,0,0,0,0,0,0,1,1
X@15726096@-,Type I,7.2685146,7.954439,0,0,0,0,0,0,0,0,0,0,1,1
X@15726547@-,Type I,10.3226,7.853416,1,1,1,0,0,0,0,0,0,0,1,1
X@15747735@+,Type I,6.454663,7.304584,0,0,0,0,1,0,0,0,0,0,1,1
X@15748333@+,Type I,6.828941,9.474789,0,0,0,1,1,0,0,0,0,0,1,1
X@15750456@-,Type I,7.805542,6.8674936,1,0,1,0,0,0,0,0,0,0,1,1
X@15756037@+,Type I,10.205638,7.609331,1,1,1,0,0,0,0,0,0,0,1,1
X@1575719@-,Type I,10.402577,8.4489765,1,1,1,0,0,0,0,0,0,0,1,1
X@1575891@-,Type I,6.383812,9.675224,0,0,0,1,1,0,0,0,0,0,1,1
X@1576041@-,Type I,8.807405,7.6352296,1,1,1,0,0,0,0,0,0,0,1,1
X@1576232@-,Type I,6.778996,8.887679,0,0,0,1,1,0,0,0,0,0,1,1
X@15762827@+,Type I,8.878052,7.587907,1,1,1,0,0,0,0,0,0,0,1,1
X@15763046@+,Type I,6.0307508,8.211155,0,0,0,1,1,0,0,0,0,0,1,1
X@15767256@+,Type I,8.036487,6.1242404,1,0,1,0,0,0,0,0,0,0,1,1
X@15767529@+,Type I,8.587701,8.5267,1,1,1,0,0,0,0,0,0,0,1,1
X@15767685@+,Type I,9.095556,8.865944,1,1,1,0,0,0,0,0,0,0,1,1
X@15768222@+,Type I,7.32168,7.048933,1,0,1,0,0,0,0,0,0,0,1,1
X@15771307@-,Type I,7.2176304,7.0582438,1,0,1,0,0,0,0,0,0,0,1,1
X@15773345@-,Type I,7.6608367,7.5142436,1,0,1,0,0,0,0,0,0,0,1,1
X@15779045@-,Type I,9.396233,7.703421,1,1,1,0,0,0,0,0,0,0,1,1
X@15779509@-,Type I,10.37241,6.6619983,1,0,1,0,0,0,0,0,0,0,1,1
X@15785358@+,Type I,10.123354,6.597148,1,0,1,0,0,0,0,0,0,0,1,1
X@1578576@-,Type I,7.2088184,6.445867,1,0,1,0,0,0,0,0,0,0,1,1
X@15789394@+,Type I,9.639631,9.221847,1,1,1,0,0,0,0,0,0,0,1,1
X@15830858@-,Type I,9.398404,7.0610933,1,1,1,0,0,0,0,0,0,0,1,1
X@15833025@-,Type I,6.725957,8.025171,0,0,0,1,1,0,0,0,0,0,1,1
X@15837180@+,Type II,3.840409,8.518169,0,0,0,1,1,1,1,1,1,1,0,0
X@15837195@+,Type I,10.317722,6.7313313,1,0,1,0,0,0,0,0,0,0,1,1
X@15838175@+,Type I,9.129244,6.8616924,1,1,1,0,0,0,0,0,0,0,1,1
X@15882432@-,Type I,8.131734,6.272937,1,0,1,0,0,0,0,0,0,0,1,1
X@15888039@+,Type I,7.682082,9.541677,0,1,0,1,1,0,0,0,0,0,1,1
X@15888982@+,Type II,3.8585455,9.062218,0,0,0,1,1,1,1,1,1,1,0,0
X@1588938@-,Type I,6.786755,6.91475,0,0,1,0,0,0,0,0,0,0,1,1
X@15891568@+,Type II,4.305925,8.949238,0,0,0,1,1,1,1,1,1,1,0,0
X@1589263@-,Type I,10.1831255,6.839866,1,0,1,0,0,0,0,0,0,0,1,1
X@15892998@+,Type I,8.335903,6.9578137,1,0,1,0,0,0,0,0,0,0,1,1
X@15975146@-,Type I,9.093024,8.24608,1,1,1,0,0,0,0,0,0,0,1,1
X@15976273@-,Type I,6.4401155,9.607311,0,0,0,1,1,0,0,0,0,0,1,1
X@15991895@-,Type I,6.0445814,7.1524844,0,0,0,0,1,0,0,0,0,0,1,1
X@16164289@-,Type I,7.611688,9.114201,0,1,0,1,0,0,0,0,0,0,1,1
X@16165682@+,Type I,7.1415534,9.036283,0,0,0,1,1,0,0,0,0,0,1,1
X@16166775@+,Type I,8.030017,6.7795362,1,0,1,0,0,0,0,0,0,0,1,1
X@16166790@+,Type I,9.941468,7.1206236,1,1,1,0,0,0,0,0,0,0,1,1
X@16167254@+,Type I,6.660155,7.5532603,0,0,0,1,1,0,0,0,0,0,1,1
X@16167397@+,Type II,4.283507,8.793229,0,0,0,1,1,1,1,1,1,1,0,0
X@16171151@+,Type I,7.3651953,8.820507,0,1,0,1,1,0,0,0,0,0,1,1
X@16192345@+,Type I,9.928899,8.638483,1,1,1,0,0,0,0,0,0,0,1,1
X@16192391@+,Type I,10.989453,7.9836173,1,1,1,0,0,0,0,0,0,0,1,1
X@16192731@+,Type I,8.973608,6.6905193,1,0,1,0,0,0,0,0,0,0,1,1
X@16194268@+,Type I,10.263932,7.5425277,1,1,1,0,0,0,0,0,0,0,1,1
X@16196296@+,Type I,10.12226,6.569641,1,0,1,0,0,0,0,0,0,0,1,1
X@16198630@+,Type I,9.213091,7.659586,1,1,1,0,0,0,0,0,0,0,1,1
X@16199528@+,Type I,7.857928,9.358318,0,1,0,1,0,0,0,0,0,0,1,1
X@16201431@-,Type I,10.017153,7.9946933,1,1,1,0,0,0,0,0,0,0,1,1
X@16204430@-,Type I,10.029744,7.962936,1,1,1,0,0,0,0,0,0,0,1,1
X@16204469@-,Type II,3.730299,8.474731,0,0,0,1,1,1,1,1,1,1,0,0
X@16205020@-,Type I,10.708122,7.896312,1,1,1,0,0,0,0,0,0,0,1,1
X@16212293@-,Type I,10.6889515,7.5661936,1,1,1,0,0,0,0,0,0,0,1,1
X@16219787@+,Type I,8.395039,9.505272,1,1,0,1,0,0,0,0,0,0,1,1
X@16221028@+,Type I,6.563429,9.827726,0,0,0,1,1,0,0,0,0,0,1,1
X@16225628@-,Type I,8.715491,7.536101,1,1,1,0,0,0,0,0,0,0,1,1
X@16231681@+,Type I,9.05094,9.450833,1,1,1,0,0,0,0,0,0,0,1,1
X@16244951@+,Type I,10.179206,8.338405,1,1,1,0,0,0,0,0,0,0,1,1
X@16245230@+,Type I,10.382519,7.428557,1,1,1,0,0,0,0,0,0,0,1,1
X@16246533@+,Type I,10.027587,7.557405,1,1,1,0,0,0,0,0,0,0,1,1
X@16250972@-,Type I,8.949664,7.866716,1,1,1,0,0,0,0,0,0,0,1,1
X@16251863@-,Type I,7.1917825,7.9802938,0,0,0,0,1,0,0,0,0,0,1,1
X@16252146@-,Type I,7.8205338,5.8363514,1,0,1,0,0,0,0,0,0,0,1,1
X@16258082@+,Type I,7.470508,7.065806,1,0,1,0,0,0,0,0,0,0,1,1
X@16269789@+,Type I,6.7291045,7.1702423,0,0,1,0,1,0,0,0,0,0,1,1
X@16273141@+,Type I,7.1320233,6.5083675,1,0,1,0,0,0,0,0,0,0,1,1
X@16281181@+,Type I,8.448551,5.9173493,1,0,1,0,0,0,0,0,0,0,1,1
X@16281606@+,Type I,9.034775,7.4531984,1,1,1,0,0,0,0,0,0,0,1,1
X@16284867@-,Type I,10.577686,8.6521,1,1,1,0,0,0,0,0,0,0,1,1
X@16286317@+,Type I,10.571502,7.3717756,1,1,1,0,0,0,0,0,0,0,1,1
X@16288208@+,Type I,9.40839,8.367987,1,1,1,0,0,0,0,0,0,0,1,1
X@16292082@+,Type I,9.858832,9.043403,1,1,1,0,0,0,0,0,0,0,1,1
X@16292686@+,Type I,8.26624,8.910825,1,1,0,1,0,0,0,0,0,0,1,1
X@16313455@-,Type I,9.406553,8.023296,1,1,1,0,0,0,0,0,0,0,1,1
X@16316952@+,Type II,3.7013128,8.769333,0,0,0,1,1,1,1,1,1,1,0,0
X@16325105@+,Type I,8.289163,8.3463335,1,1,1,0,0,0,0,0,0,0,1,1
X@16325861@+,Type I,10.113569,9.023792,1,1,1,0,0,0,0,0,0,0,1,1
X@16326549@+,Type I,7.280998,7.4041953,0,0,1,0,0,0,0,0,0,0,1,1
X@16327387@+,Type I,7.766107,8.963271,0,1,0,1,0,0,0,0,0,0,1,1
X@16328662@+,Type I,7.5382276,8.2643385,0,0,0,1,0,0,0,0,0,0,1,1
X@16330543@+,Type I,8.340688,8.996741,1,1,0,1,0,0,0,0,0,0,1,1
X@16338086@+,Type I,9.330528,7.128697,1,1,1,0,0,0,0,0,0,0,1,1
X@16340304@-,Type I,9.947471,6.3666096,1,0,1,0,0,0,0,0,0,0,1,1
X@16340659@-,Type I,8.672661,6.4410615,1,0,1,0,0,0,0,0,0,0,1,1
X@16341911@-,Type I,8.134462,5.788556,1,0,1,0,0,0,0,0,0,0,1,1
X@16451813@-,Type I,9.305422,5.855757,1,0,1,0,0,0,0,0,-1,0,-1,1
X@16452249@-,Type I,5.9379563,8.779656,0,0,0,1,1,0,0,0,0,0,1,1
X@16453370@-,Type I,7.5687895,7.856308,1,0,0,0,0,0,0,0,0,0,1,1
X@16459486@-,Type I,8.555215,4.806297,1,0,1,0,0,0,0,0,-1,-1,-1,1
X@16460848@-,Type I,5.9443336,8.780914,0,0,0,1,1,0,0,0,0,0,1,1
X@16461325@-,Type I,6.647841,9.8131695,0,0,0,1,1,0,0,0,0,0,1,1
X@16484690@-,Type I,9.420973,6.093186,1,0,1,0,0,0,0,0,0,0,1,1
X@16491507@-,Type I,8.770459,8.747493,1,1,1,0,0,0,0,0,0,0,1,1
X@16496951@+,Type I,8.874211,7.076919,1,1,1,0,0,0,0,0,0,0,1,1
X@16498019@+,Type I,6.4741864,7.187481,0,0,0,0,1,0,0,0,0,0,1,1
X@16498452@+,Type I,7.3778796,8.823756,0,1,0,1,1,0,0,0,0,0,1,1
X@16498904@+,Type II,4.2093463,8.678476,0,0,0,1,1,1,1,1,1,1,0,0
X@16499405@+,Type II,3.978774,8.314538,0,0,0,1,1,1,1,1,1,1,0,0
X@16502007@+,Type II,3.9212902,8.796728,0,0,0,1,1,1,1,1,1,1,0,0
X@165038@-,Type I,7.77751,6.492446,1,0,1,0,0,0,0,0,0,0,1,1
X@16506378@+,Type I,7.9723444,6.632849,1,0,1,0,0,0,0,0,0,0,1,1
X@16506379@+,Type I,9.29807,8.258456,1,1,1,0,0,0,0,0,0,0,1,1
X@16522098@-,Type I,6.8979836,5.9835877,1,0,1,0,0,0,0,0,0,0,1,1
X@16522865@-,Type I,10.748575,7.7447557,1,1,1,0,0,0,0,0,0,0,1,1
X@16526691@-,Type I,9.618886,7.662878,1,1,1,0,0,0,0,0,0,0,1,1
X@16526868@-,Type I,10.073533,7.888404,1,1,1,0,0,0,0,0,0,0,1,1
X@16536265@+,Type II,4.098544,8.085341,0,0,0,1,1,1,1,1,1,1,0,0
X@16536912@+,Type I,7.59727,5.695476,1,0,1,0,0,0,0,0,0,0,1,1
X@16537161@+,Type I,8.386852,6.7395487,1,0,1,0,0,0,0,0,0,0,1,1
X@16537364@+,Type I,7.576733,8.316944,0,0,0,1,0,0,0,0,0,0,1,1
X@16548532@-,Type I,8.5521,9.9796505,1,1,0,1,0,0,0,0,0,0,1,1
X@16551754@+,Type I,10.646366,6.71939,1,0,1,0,0,0,0,0,0,0,1,1
X@16552599@+,Type I,9.541861,8.57313,1,1,1,0,0,0,0,0,0,0,1,1
X@16554460@+,Type I,10.686517,8.637598,1,1,1,0,0,0,0,0,0,0,1,1
X@16560386@+,Type I,9.161715,8.1764345,1,1,1,0,0,0,0,0,0,0,1,1
X@16574679@-,Type I,9.201167,6.6082945,1,0,1,0,0,0,0,0,0,0,1,1
X@16574995@-,Type I,5.655611,8.564683,0,0,0,1,1,0,1,1,0,0,1,1
X@16575167@-,Type I,10.547908,8.793479,1,1,1,0,0,0,0,0,0,0,1,1
X@16575466@-,Type II,4.745672,8.914796,0,0,0,1,1,1,1,1,1,1,0,0
X@16576245@-,Type II,3.9087713,8.389016,0,0,0,1,1,1,1,1,1,1,0,0
X@16577130@-,Type I,8.031896,8.534171,1,1,0,0,0,0,0,0,0,0,1,1
X@16579398@-,Type I,7.6090097,5.90367,1,0,1,0,0,0,0,0,0,0,1,1
X@16579721@-,Type II,4.049966,8.360826,0,0,0,1,1,1,1,1,1,1,0,0
X@16580548@-,Type I,7.223454,8.7302885,0,0,0,1,1,0,0,0,0,0,1,1
X@16598340@+,Type I,7.7868757,8.465117,1,1,0,1,0,0,0,0,0,0,1,1
X@16639806@-,Type I,6.199395,8.862665,0,0,0,1,1,0,0,0,0,0,1,1
X@16648091@-,Type I,7.6080027,8.652084,0,1,0,1,0,0,0,0,0,0,1,1
X@16678346@+,Type I,7.0953064,6.3776884,1,0,1,0,0,0,0,0,0,0,1,1
X@16682064@+,Type I,7.054435,8.258298,0,0,0,1,1,0,0,0,0,0,1,1
X@16694997@+,Type I,7.868259,5.819117,1,0,1,0,0,0,0,0,0,0,1,1
X@16695832@+,Type I,8.354919,7.8548775,1,1,1,0,0,0,0,0,0,0,1,1
X@16697331@-,Type I,8.691262,8.085714,1,1,1,0,0,0,0,0,0,0,1,1
X@16697910@+,Type I,8.042192,9.645647,0,1,0,1,0,0,0,0,0,0,1,1
X@16833827@-,Type I,7.172841,7.728203,0,0,0,0,0,0,0,0,0,0,1,1
X@16845150@+,Type I,9.83832,8.805896,1,1,1,0,0,0,0,0,0,0,1,1
X@16846964@+,Type I,10.53741,6.95473,1,0,1,0,0,0,0,0,0,0,1,1
X@16847791@+,Type II,3.6317086,8.315625,0,0,0,1,1,1,1,1,1,1,0,0
X@16851755@-,Type I,10.16882,7.3077626,1,1,1,0,0,0,0,0,0,0,1,1
X@16853017@-,Type I,7.8520164,10.036667,0,1,0,1,1,0,0,0,0,0,1,1
X@16854278@-,Type I,6.2376757,9.60738,0,0,0,1,1,0,0,0,0,0,1,1
X@16854615@-,Type I,7.9613094,8.01944,1,1,0,0,0,0,0,0,0,0,1,1
X@16854971@-,Type I,9.092964,8.951039,1,1,1,0,0,0,0,0,0,0,1,1
X@16856756@-,Type I,6.6411614,9.271403,0,0,0,1,1,0,0,0,0,0,1,1
X@16965644@-,Type I,9.102745,7.783397,1,1,1,0,0,0,0,0,0,0,1,1
X@16966005@-,Type I,8.477683,9.923113,1,1,0,1,0,0,0,0,0,0,1,1
X@16967033@-,Type I,7.1819706,9.615937,0,1,0,1,1,0,0,0,0,0,1,1
X@16967597@-,Type II,3.9081743,8.329045,0,0,0,1,1,1,1,1,1,1,0,0
X@16973804@+,Type I,8.061543,9.4052305,0,1,0,1,0,0,0,0,0,0,1,1
X@16996704@+,Type I,8.034509,9.9104,0,1,0,1,0,0,0,0,0,0,1,1
X@16997926@+,Type I,7.9602556,7.1618414,1,0,1,0,0,0,0,0,0,0,1,1
X@16997985@+,Type I,7.5205226,5.5905447,1,0,1,0,0,0,0,0,0,0,1,1
X@17020542@+,Type I,9.555557,7.8564553,1,1,1,0,0,0,0,0,0,0,1,1
X@17032064@-,Type I,6.414866,8.891096,0,0,0,1,1,0,0,0,0,0,1,1
X@17035094@-,Type II,4.266473,9.065412,0,0,0,1,1,1,1,1,1,1,0,0
X@17050425@-,Type I,7.098324,9.859391,0,1,0,1,1,0,0,0,0,0,1,1
X@17050849@-,Type I,7.3122287,9.627718,0,1,0,1,1,0,0,0,0,0,1,1
X@17052262@-,Type I,7.5653715,9.953666,0,1,0,1,1,0,0,0,0,0,1,1
X@17084460@+,Type I,8.025572,9.972014,0,1,0,1,0,0,0,0,0,0,1,1
X@17084661@+,Type I,7.022092,6.4890637,1,0,1,0,0,0,0,0,0,0,1,1
X@17086267@+,Type I,7.087808,5.769571,1,0,1,0,0,0,0,0,0,0,1,1
X@17086601@+,Type I,10.451178,6.6225505,1,0,1,0,0,0,0,0,0,0,1,1
X@17136436@-,Type I,9.528805,8.423897,1,1,1,0,0,0,0,0,0,0,1,1
X@17138665@-,Type I,8.311007,8.189784,1,1,1,0,0,0,0,0,0,0,1,1
X@17143323@-,Type I,8.506696,8.31037,1,1,1,0,0,0,0,0,0,0,1,1
X@17181314@-,Type I,10.020942,7.316446,1,1,1,0,0,0,0,0,0,0,1,1
X@17181460@-,Type I,7.176766,8.959829,0,0,0,1,1,0,0,0,0,0,1,1
X@17182510@-,Type I,7.974317,7.734972,1,0,1,0,0,0,0,0,0,0,1,1
X@17182687@-,Type I,9.777717,8.7362,1,1,1,0,0,0,0,0,0,0,1,1
X@17182980@-,Type I,6.484268,9.41201,0,0,0,1,1,0,0,0,0,0,1,1
X@17198167@+,Type I,9.830581,6.574072,1,0,1,0,0,0,0,0,0,0,1,1
X@17308590@-,Type I,7.788833,9.735965,0,1,0,1,1,0,0,0,0,0,1,1
X@17308615@-,Type I,9.238158,8.514283,1,1,1,0,0,0,0,0,0,0,1,1
X@17314478@-,Type I,10.117551,6.9366617,1,1,1,0,0,0,0,0,0,0,1,1
X@17315168@-,Type I,9.107699,6.453859,1,0,1,0,0,0,0,0,0,0,1,1
X@17315169@-,Type I,7.8849998,7.5960755,1,0,1,0,0,0,0,0,0,0,1,1
X@17320314@+,Type I,6.112236,9.251745,0,0,0,1,1,0,0,0,0,0,1,1
X@17322043@+,Type I,8.254424,7.3107433,1,0,1,0,0,0,0,0,0,0,1,1
X@17322156@+,Type I,7.148591,7.7360897,0,0,0,0,0,0,0,0,0,0,1,1
X@17322221@+,Type I,9.379135,9.177035,1,1,1,0,0,0,0,0,0,0,1,1
X@17352862@-,Type I,8.238533,7.7222543,1,1,1,0,0,0,0,0,0,0,1,1
X@17352976@-,Type I,7.230313,8.939768,0,0,0,1,1,0,0,0,0,0,1,1
X@17352990@-,Type I,6.918845,6.465058,1,0,1,0,0,0,0,0,0,0,1,1
X@17353082@-,Type I,7.1842456,7.8862033,0,0,0,0,1,0,0,0,0,0,1,1
X@17353401@-,Type I,7.850807,9.754908,0,1,0,1,1,0,0,0,0,0,1,1
X@17354643@-,Type I,6.952625,5.870237,1,0,1,0,0,0,0,0,0,0,1,1
X@17354823@-,Type I,8.260909,7.0160275,1,0,1,0,0,0,0,0,0,0,1,1
X@17354849@-,Type I,10.910327,7.502699,1,1,1,0,0,0,0,0,0,0,1,1
X@17355029@-,Type I,10.4302025,7.5946884,1,1,1,0,0,0,0,0,0,0,1,1
X@17355980@-,Type I,8.996149,8.739477,1,1,1,0,0,0,0,0,0,0,1,1
X@1745821@+,Type I,8.611358,9.773849,1,1,0,1,0,0,0,0,0,0,1,1
X@1745857@+,Type I,9.322116,7.7927337,1,1,1,0,0,0,0,0,0,0,1,1
X@17466400@-,Type I,6.7645254,7.1059313,0,0,1,0,1,0,0,0,0,0,1,1
X@17472763@-,Type I,8.974726,7.883603,1,1,1,0,0,0,0,0,0,0,1,1
X@17517833@-,Type I,9.093763,8.096586,1,1,1,0,0,0,0,0,0,0,1,1
X@17523433@-,Type I,9.767859,9.206529,1,1,1,0,0,0,0,0,0,0,1,1
X@1753652@-,Type I,8.186177,9.240968,1,1,0,1,0,0,0,0,0,0,1,1
X@17537097@-,Type I,7.438202,6.6900306,1,0,1,0,0,0,0,0,0,0,1,1
X@17541789@-,Type I,10.341339,7.2879972,1,1,1,0,0,0,0,0,0,0,1,1
X@17546209@-,Type I,7.0483527,9.068574,0,0,0,1,1,0,0,0,0,0,1,1
X@17547937@-,Type I,7.095825,8.417526,0,0,0,1,1,0,0,0,0,0,1,1
X@17548773@-,Type I,9.620987,7.132453,1,1,1,0,0,0,0,0,0,0,1,1
X@17549825@-,Type I,10.608878,7.186616,1,1,1,0,0,0,0,0,0,0,1,1
X@17550049@-,Type I,6.170826,7.5254517,0,0,0,1,1,0,0,0,0,0,1,1
X@17555986@+,Type I,6.3397555,6.663358,0,0,1,0,0,0,0,0,0,0,1,1
X@17557025@+,Type I,8.882174,9.653714,1,1,1,1,0,0,0,0,0,0,1,1
X@17558236@+,Type I,8.651979,6.140222,1,0,1,0,0,0,0,0,0,0,1,1
X@17558400@+,Type I,7.7252536,8.118632,1,0,0,0,0,0,0,0,0,0,1,1
X@17559292@+,Type I,8.405168,6.3491745,1,0,1,0,0,0,0,0,0,0,1,1
X@17560022@+,Type I,9.604505,6.726078,1,0,1,0,0,0,0,0,0,0,1,1
X@17560196@+,Type I,9.826173,8.350674,1,1,1,0,0,0,0,0,0,0,1,1
X@17560661@+,Type I,10.127076,7.3592534,1,1,1,0,0,0,0,0,0,0,1,1
X@17561675@+,Type I,6.876631,9.961929,0,1,0,1,1,0,0,0,0,0,1,1
X@17562367@+,Type I,10.407408,7.1297565,1,1,1,0,0,0,0,0,0,0,1,1
X@1756416@-,Type I,7.354303,6.8169394,1,0,1,0,0,0,0,0,0,0,1,1
X@1758068@-,Type I,7.6806808,7.399751,1,0,1,0,0,0,0,0,0,0,1,1
X@1758531@-,Type I,7.5299525,8.733045,0,1,0,1,0,0,0,0,0,0,1,1
X@1759329@-,Type I,8.883397,7.3481646,1,1,1,0,0,0,0,0,0,0,1,1
X@17593950@-,Type I,8.620291,6.148026,1,0,1,0,0,0,0,0,0,0,1,1
X@17598420@+,Type I,8.016728,6.3379703,1,0,1,0,0,0,0,0,0,0,1,1
X@17602134@-,Type II,4.109566,8.18091,0,0,0,1,1,1,1,1,1,1,0,0
X@17602574@-,Type II,4.646558,8.495898,0,0,0,1,1,1,1,1,1,1,0,0
X@17603284@-,Type I,7.662543,5.732892,1,0,1,0,0,0,0,0,0,0,1,1
X@1762601@-,Type I,10.403837,8.749281,1,1,1,0,0,0,0,0,0,0,1,1
X@17634708@+,Type I,8.497767,9.501895,1,1,0,1,0,0,0,0,0,0,1,1
X@1764088@+,Type I,6.4946876,7.471956,0,0,0,0,1,0,0,0,0,0,1,1
X@17641414@+,Type I,7.2110467,9.299943,0,1,0,1,1,0,0,0,0,0,1,1
X@17641836@+,Type I,7.8793206,9.644073,0,1,0,1,1,0,0,0,0,0,1,1
X@17642383@+,Type I,7.189133,10.169314,0,1,0,1,1,0,0,0,0,0,1,1
X@17642794@+,Type I,10.713052,7.3057218,1,1,1,0,0,0,0,0,0,0,1,1
X@1765842@+,Type II,4.2129545,8.382419,0,0,0,1,1,1,1,1,1,1,0,0
X@17716123@-,Type I,8.549817,4.798011,1,0,1,0,0,0,0,0,-1,-1,-1,1
X@1771708@+,Type I,10.19524,7.6151533,1,1,1,0,0,0,0,0,0,0,1,1
X@17717533@-,Type I,7.842878,8.360489,1,1,0,1,0,0,0,0,0,0,1,1
X@17734455@+,Type I,10.6378355,7.0939527,1,1,1,0,0,0,0,0,0,0,1,1
X@17743075@-,Type I,7.98334,8.166051,1,1,0,0,0,0,0,0,0,0,1,1
X@17743974@-,Type I,9.509615,7.522264,1,1,1,0,0,0,0,0,0,0,1,1
X@17744615@+,Type I,7.622686,5.7860107,1,0,1,0,0,0,0,0,0,0,1,1
X@17745256@+,Type I,7.0178843,8.514238,0,0,0,1,1,0,0,0,0,0,1,1
X@17745411@+,Type I,8.83372,7.5545597,1,1,1,0,0,0,0,0,0,0,1,1
X@17745426@+,Type I,9.536674,8.209442,1,1,1,0,0,0,0,0,0,0,1,1
X@1774720@+,Type I,8.67271,6.7708144,1,0,1,0,0,0,0,0,0,0,1,1
X@17756158@+,Type I,10.276403,8.635189,1,1,1,0,0,0,0,0,0,0,1,1
X@17763283@-,Type I,7.4429317,6.8609004,1,0,1,0,0,0,0,0,0,0,1,1
X@17763997@-,Type I,6.066508,8.9185915,0,0,0,1,1,0,0,0,0,0,1,1
X@17767384@-,Type I,7.7791657,10.287315,0,1,0,1,1,0,0,0,0,0,1,1
X@1778705@-,Type I,6.857274,8.654538,0,0,0,1,1,0,0,0,0,0,1,1
X@17791600@+,Type I,9.549942,7.7807126,1,1,1,0,0,0,0,0,0,0,1,1
X@17791622@+,Type I,7.176438,9.099573,0,1,0,1,1,0,0,0,0,0,1,1
X@17791914@+,Type I,6.2603164,7.739625,0,0,0,1,1,0,0,0,0,0,1,1
